date,cum_dx,city,province,cityType,GDP,POP,lon,lat,hospital,bed,doctor
20200124,0.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200125,0.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200126,0.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200127,1.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200128,2.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200129,2.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200130,2.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200131,3.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200201,5.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200202,6.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200203,7.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200204,8.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200205,9.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200206,9.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200207,10.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200208,11.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200209,13.0,七台河市,黑龙江,地级市,231.4,92.04,131.00306,45.77065,27.0,3959.0,1789.0
20200124,2.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200125,5.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200126,5.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200127,7.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200128,7.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200129,8.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200130,8.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200131,8.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200201,8.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200202,8.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200203,9.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200204,11.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200205,11.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200206,11.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200207,12.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200208,12.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200209,12.0,万宁市,海南,县级市,224.33,57.36,110.39,18.8,19.9,2613.4,1495.7
20200124,3.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200125,10.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200126,13.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200127,14.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200128,15.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200129,17.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200130,24.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200131,29.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200201,39.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200202,44.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200203,50.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200204,60.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200205,67.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200206,70.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200207,74.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200208,78.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200209,85.0,万州区,重庆,市辖区,965.81,163.58,108.39,30.81,45.4,7198.6,3363.0
20200124,2.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200125,6.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200126,8.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200127,11.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200128,14.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200129,14.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200130,14.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200131,14.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200201,15.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200202,17.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200203,18.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200204,18.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200205,22.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200206,30.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200207,34.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200208,37.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200209,41.0,三亚市,海南,地级市,529.25,68.54,109.51208999999999,18.25248,11.0,2361.0,2219.0
20200124,0.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200125,1.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200126,4.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200127,4.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200128,8.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200129,9.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200130,10.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200131,10.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200201,10.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200202,11.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200203,11.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200204,11.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200205,11.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200206,11.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200207,12.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200208,12.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200209,13.0,三明市,福建,地级市,2136.06,255.0,117.61,26.23,46.0,10365.0,5439.0
20200124,1.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200125,1.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200126,2.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200127,3.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200128,3.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200129,4.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200130,5.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200131,6.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200201,7.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200202,7.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200203,7.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200204,7.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200205,7.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200206,7.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200207,7.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200208,7.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200209,7.0,三门峡市,河南,地级市,1460.8,224.65,111.19,34.76,51.0,10942.0,5297.0
20200124,0.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200125,0.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200126,0.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200127,53.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200128,66.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200129,96.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200130,112.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200131,135.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200201,169.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200202,182.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200203,203.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200204,219.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200205,243.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200206,257.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200207,277.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200208,286.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200209,293.0,上海市,上海,直辖市,30133.86,2418.33,121.48,31.22,363.0,115916.0,67907.0
20200124,0.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200125,2.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200126,6.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200127,6.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200128,7.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200129,9.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200130,11.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200131,12.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200201,16.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200202,19.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200203,32.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200204,50.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200205,69.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200206,78.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200207,86.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200208,92.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200209,98.0,上饶市,江西,地级市,2055.45,668.8,117.97,28.47,147.0,24271.0,11101.0
20200124,0.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200125,0.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200126,0.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200127,0.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200128,1.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200129,1.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200130,1.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200131,1.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200201,1.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200202,1.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200203,1.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200204,2.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200205,2.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200206,3.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200207,3.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200208,3.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200209,3.0,东方市,海南,县级市,177.91,42.97,108.64,19.09,15.2,2273.1,1020.3
20200124,0.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200125,1.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200126,2.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200127,2.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200128,7.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200129,7.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200130,11.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200131,16.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200201,21.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200202,27.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200203,31.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200204,37.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200205,44.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200206,47.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200207,53.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200208,56.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200209,58.0,东莞市,广东,地级市,7582.12,825.41,113.75,23.04,97.0,29046.0,17506.0
20200124,1.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200125,1.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200126,1.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200127,1.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200128,1.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200129,1.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200130,1.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200131,2.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200201,2.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200202,2.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200203,2.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200204,3.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200205,3.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200206,3.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200207,3.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200208,3.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200209,3.0,中卫市,宁夏,地级市,370.0,115.38,105.18,37.51,28.0,3993.0,1866.0
20200124,2.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200125,2.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200126,2.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200127,5.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200128,6.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200129,13.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200130,18.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200131,18.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200201,18.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200202,21.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200203,25.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200204,31.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200205,36.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200206,44.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200207,46.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200208,46.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200209,51.0,中山市,广东,地级市,3450.31,320.96,113.38,22.52,59.0,15140.0,8115.0
20200124,0.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200125,1.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200126,1.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200127,3.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200128,3.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200129,3.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200130,3.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200131,3.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200201,5.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200202,5.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200203,5.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200204,6.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200205,6.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200206,9.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200207,9.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200208,9.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200209,9.0,丰都县,重庆,市辖县,206.58,57.86,107.73,29.87,19.0,2458.6,1298.4
20200124,0.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200125,1.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200126,1.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200127,2.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200128,2.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200129,2.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200130,2.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200131,2.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200201,2.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200202,2.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200203,3.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200204,3.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200205,3.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200206,3.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200207,3.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200208,3.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200209,3.0,临夏回族自治州,甘肃,自治州,238.84,194.6677,103.22,35.62,49.6,6923.4,3839.4
20200124,0.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200125,0.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200126,0.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200127,1.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200128,1.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200129,1.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200130,1.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200131,1.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200201,1.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200202,1.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200203,1.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200204,1.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200205,1.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200206,1.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200207,2.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200208,2.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200209,2.0,临汾市,山西,地级市,1320.1,448.15,111.5,36.08,189.0,15955.0,11043.0
20200124,2.0,临沂市,山东,地级市,4345.39,1031.16,118.35,35.05,188.0,39595.0,21287.0
20200125,3.0,临沂市,山东,地级市,4345.39,1031.16,118.35,35.05,188.0,39595.0,21287.0
20200126,7.0,临沂市,山东,地级市,4345.39,1031.16,118.35,35.05,188.0,39595.0,21287.0
20200127,7.0,临沂市,山东,地级市,4345.39,1031.16,118.35,35.05,188.0,39595.0,21287.0
20200128,8.0,临沂市,山东,地级市,4345.39,1031.16,118.35,35.05,188.0,39595.0,21287.0
20200129,16.0,临沂市,山东,地级市,4345.39,1031.16,118.35,35.05,188.0,39595.0,21287.0
20200130,16.0,临沂市,山东,地级市,4345.39,1031.16,118.35,35.05,188.0,39595.0,21287.0
20200131,23.0,临沂市,山东,地级市,4345.39,1031.16,118.35,35.05,188.0,39595.0,21287.0
20200201,23.0,临沂市,山东,地级市,4345.39,1031.16,118.35,35.05,188.0,39595.0,21287.0
20200202,24.0,临沂市,山东,地级市,4345.39,1031.16,118.35,35.05,188.0,39595.0,21287.0
20200203,25.0,临沂市,山东,地级市,4345.39,1031.16,118.35,35.05,188.0,39595.0,21287.0
20200204,28.0,临沂市,山东,地级市,4345.39,1031.16,118.35,35.05,188.0,39595.0,21287.0
20200205,30.0,临沂市,山东,地级市,4345.39,1031.16,118.35,35.05,188.0,39595.0,21287.0
20200206,32.0,临沂市,山东,地级市,4345.39,1031.16,118.35,35.05,188.0,39595.0,21287.0
